review	label	textblob_predicted_label
First I played the second monkey island game, and I liked it despite the low quality graphics and sound. Then a few months later, I found out a new game was made. I tried it out and liked it a lot. First thing you notice is the great graphics. The areas are huge, colorful, and detailed, with lots to explore. The game requires you to use your brain, a lot, as always. The game is challenging, with all point and click games, frustrating. The jokes haven't gotten old a third time around. The animated cut scenes are a great addition to the game also. This is the best MI game out there, perhaps the best P&C game too! If you like cartoony games that play like a movie, get this game!	positive	positive
Johnny and June Carter Cash financed this film which is a traditional rendering of the Gospel stories. The music is great, you get a real feel of what the world of Jesus looked like (I've been there too), and June gets into the part of Mary Magdalene with a passion. Cash's narration is good too.<br /><br />But....<br /><br />1. The actor who played Jesus was miscast. 2. There is no edge to the story like Cash puts in some of his faith based music. 3. Because it is uncompelling, I doubt we'll see this ever widely distributed again.<br /><br />I'd love to buy the CD.<br /><br />Tom Paine Texas, USA	positive	positive
The three main characters are very well portrayed, especially Anisio by rock musician turned into first time actor Paulo Miklos. He is extremely convincing as the lower class trespasser/invader. The film shows very well the snowball effect of getting involved in ever more shady business, the contrast and similarities between the lower and higher classes. How everyone gets carried away by greed and ambition. 9-9,5 out of 10.	positive	positive
'Japan takes the best from around the world and makes it their own', while that may be true, it applies to all except for one thing, that being,.....Major league baseball....but not to worry, 'Mr Baseball' is there to try and change all that. But just who will change whom, is the part of the movie that really makes it rock! Tom Selleck is one of my favorite actors and really shines-on in his comedic roles. The storyline may be true to life, however the subplot is dead-on. The Japanese people are a gentle, respectful people with ways and traditions very different than those of Western Society. All of these elements and obstacles combine to make for one truly enjoyable, funny film. It's definitely worth the watch!	positive	positive
This, along with 'Hare Tonic,' ranks as one of the best Bugs cartoons, indeed one of the best Bugs, ever. There are some comments about how Bugs in these cartoons is 'basic,' meaning, I guess, that he is as yet not fully developed. I actually prefer this 'basic' version from the mid-40s (Chuck Jones' was the best version) who is actually more rabbit-sized and far more amusing than the eventual long-legged version who towered over Yosemite Sam and Daffy Duck. The latter-day Bugs came to be too suave and sophisticated for my liking. Also check out 'Hair Raising Hare' (1946) and 'Rabbit Punch' (1948) for great examples of classic Bugs and classic Chuck Jones.	positive	positive
question: how do you steal a scene from the expert of expert scene stealers Walther Mathau in full, furious and brilliant Grumpy Old Man mode? answer: quietly, deadpan, and with perfect timing as George Burns does here.<br /><br />I know nothing of Vaudeville but this remains a favourite film, the two leads are hilarious, the script funny, the direction and pacing very fine. Richard Benjamin is very funny as straight man - trying to get at Burns through the window etc. Even the small parts are great.<br /><br />There are so many funny scenes, Mathau messing up the commercial, Burns repeating his answers as if senile...<br /><br />A delight.<br /><br />Enterrrrrr!	positive	positive
This is the kind of film you want to see with a glass of wine, the fire on, and with your feet up. It doesn't require that much brain-power to follow, so is very good after a long day. I would say it is very unrealistic - if you expecting anything serious, then don't bother, but it is very funny. Just the thought that a businessman would go so far as to agree to live in a slum for a while, and then actually get to enjoy it... I would definitely recommend it.	positive	positive
This is a hilarious film. Burt Reynolds is a NASCAR star who signs a sponsorship contract with Ned Beatty's Chicken Pit restaurants. The contract has all sorts of humiliating clauses in it, such as forcing Burt to wear a chicken suit during the race! Jim Nabors is his (not quite convincing) chief mechanic. Loni Anderson (oh, yeah!) is assigned by Beatty to keep Reynolds honest and strictly adhering to the contract. This is a funny film in which Burt proves that he ain't too proud. I like it!	positive	positive
This is an excellent movie and should be presented every year during the holidays @ Christmas! Beautiful with great acting. John Denver at his best, i,e, sincere, kind, talented, and natural. The town is Georgetown, Colorado and every bit as lovely as in the story.	positive	positive
Kate Beckinsale is as good if not better than Gwyneth Paltrow as Emma in this movie, although I really liked Gwyneth Paltrow in the other Emma version. They're both good in different ways. Kate Beckinsale as Emma seems more interesting, almost, though. And I liked the woman who played Harriet Smith in this movie better, too...she was more believably sweet and sentimental. There are certain things I like better about the Gwyneth Paltrow version, though, like how the humorous side is more apparent.	positive	positive
Excellent episode movie ala Pulp Fiction. 7 days - 7 suicides. It doesnt get more depressing than this. Movie rating: 8/10 Music rating: 10/10	positive	positive
Dirty Harry has to track down a rape victim who extracts revenge by shooting her assailants in the goolies before killing them. Probably a more apt punishment would be to let them live after the initial shot and let them suffer forever like she and her sister has...Anyway..... an action-packed story set again in San Francisco and Santa Cruz. The chief rapist, played by Andy Drake is suitably vile and gets his punishment at the end (of course!). Not a classic movie but better than the others except for the original Dirty Harry.	positive	positive
***SPOILERS*** When undercover Brooklyn North Det. Eddie Santos, Nestor Serrano,was to meet his drug supplier Tito Zapatti, Larry Romano, in the Williamsburg section of Brooklyn in a buy and bust operation, with Tito being the one who gets busted, that things went haywire with both Det. Santos and Tito ending up getting shot and killed by each other. During the deadly shootout an innocent bystander six year-old James Bone Jr.,Jaliyl Lynn,was also killed in the cross-fire.<br /><br />With New York City slated to host the 1996 Democratic Presidential Convention that summer that last thing that the city's flamboyant Mayor Pappas, Al Pacino, wanted was a possible riot over young James Bones tragic death by a possible, in was later determined that it was a bullet from Tito's gun that killed young James, member of the New York City Police Department.<br /><br />What was far more shocking then even Bone's death is that his killer Tito Zapatti was given probation by the well respected NY State Judge Walter Stern, Martin Landau. When he should have been put behind bars for 10 to 20 years by being arrested with a kilo of cocaine in the backseat of his car! It soon became evident that the person who got Judge Stern his job, for a $50,000.00 payoff, was non other the Brooklyn political boss Frank Anselmo, Danny Aiello. It's Anselmo who's involved with Mayor Pappas in a land deal, involving the New York Subway System, that would bring him and his real estate friends tens of millions of dollars over the next two years! It would also indirectly connect Mayor Pappas in the Bone killing by connecting him to Judge Stern, who made it possible for Tito be be free, who's a mutual friend of both him and his Gomba, or Landsman, Frank Anselmo!<br /><br />To keep all this from blowing up the late Det. Santons is framed, by working undercover without the authority from his superiors, in the Bone shooting. In fact those framing Santos go as far and hiding some $40,000.00 in cash in his upstate summer home making it look like he was being paid off by Tito's uncle Mafia boss Paul Zapatti, Anthony Francoisa, for letting his nephew deal drugs with him getting a piece of the action. Which may well explain him, as well as Tito, getting shot by Tito welshing on his paying Santos off!<br /><br />As things turn out it's Mayor Pappas' deputy in City Hall Kevin Calhoun, John Cusack, who ends up messing everything up for his boss by being too honest in finding who was responsible in covering up Tito's criminal record that allowed him to be out on the streets. The facts that Kevin uncovered lead straight to Frank Anselmo, a major political supporter of Mayor Pappas, who as it turned out was connected by the hip to Tito's Mafia chieftain Uncle Paul!<br /><br />A bit over-plotted 'City Hall' does show how big city corruption can filter up, as well as down, to everyone in city government without them, like Mayor Pappas, even knowing about it. Mayor Pappas biggest sin was that he was friends with Brooklyn Boss Anselmo who was putting people into jobs, like Judge Stern, who were subjected to being blackmailed from Anselmo's real boss Mafioso Paul Zapatti.<br /><br />***SPOILERS*** It only took a deadly shootout in Williamsburg to set everything into motion not by only Tito, besides Det. Santos and James Bone, being killed but why he was allowed to be out on the street in order to bring the very popular New York City Mayor down. Mayor Pappas was looking forward to much bigger things, like Governor or even President, in his future political pursuits. As it turned out his top deputy Kevin Calhoun in not looking the other way was responsible for his demise. As well as that of the Mayor's good friend Frank Anselmo and the person whom he helped put on the bench, as a state judge, Judge Stern. Who's decision in letting Tito Zapatti off made this whole disaster, which resulted in at least a half dozen murders and one suicide, possible!	positive	positive
I really liked this movie because I have a husband just like the guy in this movie. This movie is about Lindsey who meets Ben in the middle of winter when baseball season isn't in. She falls in love but when spring comes along, she gets the shock of her life when she is placed one step lower on her pedestal that Ben has put her on.<br /><br />It's a funny movie with all of the baseball obsession that Ben has. He can't part from what he loves the most, that's what makes it so funny and why so many women can relate to Lindsey in real life. Also the people he sits with at the baseball games are just as obsessed as he is.<br /><br />It's a funny movie and you won't strike out if you rent this one.	positive	positive
Carmen is one of the best films I've ever seen. It's hard to say whose performance is best: Antonio Gades, Cristina Hoyos and Laura del Sol are superb.They dance their souls out. It's a beautiful tale of inseparability of life and myth; myth penetrates everyday life. Dance becomes life and entire life is danced out. Real people at one and the same time live their own lives and become somebody else, act out the parts of lovers of old. The magic is continuing.	positive	positive
I really have to say, this was always a favorite of mine when I went to see my grandma. And it still is. It is very, very close to the book. The way it is filmed, and the players were just all excellent! I have to recommend this movie to everyone who hasn't seen it. Almost everyone I talk to hates TV movies, but this was really great! I gave it 10/10.	positive	positive
Sensitive, extremely quiet paced love story between a married journalist and his young and atractive neighbor, she too also married. They lived their love for a time but the obstacles and the fear of hurting their families and children invites to a separation. A reflexive look on delicate question like love, friendship, honor and loneliness, always present in human lives, whether you are an American or a Chinese. I give this a 7 (seven)	positive	positive
The Sarah Silverman program is ... better than those other shows. No laugh tracks, no painful jokes, just a program. The Sarah Silverman program. If you're like me, and you love comedy, this is probably a show for you.<br /><br />Sarah Silverman brings out-there-funny, and right-here-funny to the table with ease. A mix of different styles, which makes for its own.<br /><br />This program isn't something you want to start a compare war with, seeing as how it has absolutely nothing to do with them (other shows). This show is its own entity, and i think most comedy heads will like it just fine.<br /><br />Go watch and see.	positive	positive
'Kalifornia' is a good Hollywoodish odyssey of suspense and terror which tells of two couples who drive cross-country to California to share the cost of gas: A pair of losers (Lewis & Pitt) and two wannabee artists, a photographer and a writer (Duchovny & Forbes). Pitt 'nails' his character which is the focus of this somewhat predictable thriller. A good watch for those into psycho-killer flix.	positive	positive
In the 1980s in wrestling the world was simple. Hulk Hogan would take on Roddy Piper, or Bobby Heenan's cronies or Ted DiBiase and come out victorious more often than not. Occasionally he would get an ally like Randy Savage in 1988, but mostly it was all about Hulk Hogan vs Bobby Heenan, and that's the way it should be.<br /><br />But on this night that was about to change, a new champion, a man who the WWE thought would be their man for the 90s was crowned. It didn't work out. But the WWE was right about one thing: Hulkamania was finished and a new order needed to be established.<br /><br />This historic Wrestlemania, the first to be held outside America, kicked off with Rick Martel defeating Koko B Ware. Koko never really had a lot of luck at Wrestlemania and was taken down in short order here.<br /><br />Next up the Colossal Connection Andre the Giant and Haku put their tag team titles on the line against Demolition Ax and Smash and lost. New tag team champions crowned.<br /><br />Next match saw Earthquake defeat Hercules. Hercules was another fellow who didn't really have a lot of luck at Wrestlemania. Plenty of luck for Brutus Beefcake as he ended Mr Perfect's undefeated streak. Well, I guess someone had to end it.<br /><br />Roddy Piper and Bad News Brown fought to a double count out in a slow but fun match, next up the Hart Foundation defeated Nikolai Volkov and Boris Zhukov in 19 seconds. Not really a match, unfortunately. The Barbarian then defeated Tito Santana in a short match.<br /><br />The American Dream Dusty Rhodes and Saphire then defeated the Macho King Randy Savage and Queen Sherri in a messy mixed tag match. This was the only female wrestling really going on in the WWE at this point of time.<br /><br />Next up was a fun match as the Rockers Marty Janetty and Shawn Micheals defeated The Orient Express in a fast paced encounter. There were a lot of good tag teams at this point in time. Jim Duggan then beat Dino Bravo in a nothing match.<br /><br />Next Ted DiBiase put his most cherished possession, the Million Dollar Championship on the line against Jake Roberts. Roberts was distracted by Virgil and counted out allowing Ted to retain his title in an entertaining match and one of the longer matches on the show.<br /><br />Next up the Twin Towers collide as the Big Bossman defeats Akeem in short order, this is followed by Rick Rude winning a short match with Jimmy Snuka.<br /><br />Finally we come to the main event with Hulk Hogan putting the WWE Title on the line against Intercontinental Champion The Ultimate Warrior. This is an entertaining back and forth match won by the Warrior after Hogan missed a leg drop. The crowd was extraordinary and the match was a great spectacle.<br /><br />And so the torch was passed, but would the Ultimate Warrior prove to be the Champion the WWE hoped he would be?	positive	positive
What often gets overlooked in Agatha Christie's stories is her progressive, anti-conservative attitude on a number of issues - from the role of women to the effects of tradition to people's belief in the supernatural. In 'Nemesis', you can spot a lot of those subtexts - but you can also find a good old-fashioned intriguing mystery that keeps you in the dark for most of its length. Also lifting 'Nemesis' above other series entries ('They Do It With Mirrors', '4:50 From Paddington', etc.), is the fact that in the crucial moments before and after the revelation of the killer you can actually feel the suspense. And finally, Jane Booker is welcome to guard my body any time. (***)	positive	positive
Paha maa is different Finnish film. But the things which makes it different are copied abroad. Some techniques of narration are from Amores Perros, Jackie Brown and Elephant. Scenes are shot from different angles again. Paha maa is a good movie, but it isn't so good that the hype tolds: 'Realistic movie, no happy end, and no commercial admissions.' Some actors did great job. Sulevi Peltola was so good as a vacuum cleaner peddler. Also Jasper Pääkkönen shows his skills. But Mikko Leppilampi was so lame. He is so overrated actor, he's handsome and a nice guy, but not the best actor of Finland. But if you like Finnish movies, Paha maa is worth to see.	positive	positive
As a child growing up in the Sydney of the 1950s, I can readily identify with the content of this fine film. Each week I visited the Wynyard Newsreel cinema on George Street to watch the Cinesound (and usually 3 Stooges) shorts. Never has there been a better blending of B/W and colour in a film. Faultless production values round off a never to be forgotten movie experience.	positive	positive
Well, when before I saw this film I really wasn't sure whether it would be my cup of tea...how wrong I was! I thought that this was one of the best films I've watched for a very long time, a real family classic. The story of a young evacuee and his new 'foster' dad, this film ticks all the boxes. I've not read the book (maybe that's a good thing & meant I enjoyed the film more) but with regards to the story, I really can't think of any bad points, hence scoring it 10 out of 10 (and I hardly ever think anything warrants top marks!). By the time William proclaimed 'I CAN RIDE MY BIKE, DAD!' I was sobbing my heart out (anyone who's seen it will understand, I'm sure). Really heartwarming, and definitely recommended.	positive	positive
Unlike some movies which you can wonder around and do other things, this movie kept me in front of the screen for the entire two hours. I loved every minute of it.<br /><br />However, I have to say that the story is not very believable. Especially when the foreigner was expelled by the government, and then later on, actually sent a package to the guy who helped him. Xiao Liu is a very good actor, he shows his emotions, and he shows his silliness, and his love toward that girl.	positive	positive
Like most people, I've seen Jason Priestley on TV and I think he's great. But I didn't know he had a sister! Justine Priestley is simply 'mah'velous as the scorned other woman. Good music, intrigue, and a death scene involving Amanda's revenge on an abusive Dr. that will stay with you for weeks. I'll leave it at that. Kudos.	positive	positive
A very good movie about anti-semitism near the end of WWII. The scene that really speaks loudly of the ignorance of these people is the meeting at the church when the priest is giving his speech against the 'international money grubbers and communists'. It sounds amazingly like the speeches that Adolph Hitler used to force down his peoples' throats, yet none of the meeting attendees seem to make this comparison.	positive	positive
This is perhaps the television series with the greatest potential of any series around. The production values are in a class of their own. The characters are rounded and interesting. This is entertainment at its best. Some of the aliens are quite grotesque, but there is an underlying humour which makes it unmissable. I hope that this series goes on for many years and will have many spin-offs. Science Fiction has had its bad press, some justified, but this is truly a flagship science fiction series and I thank Henson for it. Top marks.	positive	positive
Possibly the best movie ever created in the history of Jeffrey Combs career, and one that should be looked upon by all talent in Hollywood for his versatility, charisma, and uniqueness he brings through his characters and his knowledge of acting.	positive	positive
I liked the film. Some of the action scenes were very interesting, tense and well done. I especially liked the opening scene which had a semi truck in it. A very tense action scene that seemed well done.<br /><br />Some of the transitional scenes were filmed in interesting ways such as time lapse photography, unusual colors, or interesting angles. Also the film is funny is several parts. I also liked how the evil guy was portrayed too. I'd give the film an 8 out of 10.	positive	positive
I really enjoyed this movie... In My DVD collection of baseball movies... Reminded me how great the sport truly is... Whether it's here in America or Japan.	positive	positive
A very interesting entertainment, with the charm of the old movies. Tarzan faces the greatest perils without hesitation if the moment requires it, and we all enjoy with him his success.The most insteresting for me is a man without special powers facing the problems and beating them just with human skills (he was a great swimmer and had a great shout)	positive	positive
I went to see THE ITALIAN JOB with mixed reviews in my head. I was pleasantly surprised with an entertaining close to 2 hours. I thought the cast was just great and so were the special effects, with the safe and truck just dropping out of sight. If you like fast paced action movies, this is the one to see.	positive	positive
THE INVADERS IS A FAST MOVING SCI-FI THRILLER STARRING BEN CROSS AND SEAN YOUNG. BEN PLAYS RENN, A TRAVELLER FROM ANOTHER GALAXY TRYING TO FIND ANNIE (PLAYED BY SEAN) WHO IS PHYSICALLY IDEAL TO HAVE HIS CHILD. THIS CHILD, IF ALLOWED TO BE BORN AND RETURNED TO HIS PLANET, MAY BE THE ONLY CHANCE FOR HIS RACE TO SURVIVE. THE ENEMY, AN ALIEN WHO HAS DESTROYED RENN'S PEOPLE, HAS ALSO FOLLOWED RENN ACROSS THE STARS TO STOP THIS BIRTH. CROSS AGAIN SHOWS GREAT RANGE FROM COMICAL BEGINNINGS AS THE ALIEN ENTERS A LOCAL BAR AND ORDERS HIS FIRST EARTHLING COCKTAIL, TO HIS RACE WITH THE ENEMY AND THE DRAMA OF WHETHER HE CAN KEEP ANNIE AND THE CHILD SHE IS CARRYING ALIVE.	positive	positive
I found this movie to be suspenseful almost from the get-go. When Miss Stanwyck starts her narration it's only a few minutes until you realize that trouble is coming. The deserted area, the lock on the deserted gas station door, everything sets you up to wait for it...here it comes. At first you think it will be about the little boy, but all too soon you start holding your breath watching the tide coming in. I found this movie to be really stressful, even though I had watched it before and was prepared for the denouement. Now a movie that can keep you in suspense even when you have seen it before deserves some sort of special rating, maybe a white knuckles award?	positive	positive
A wounded Tonto standing alone to protect three innocent lives. A devious woman masterminding a deadly plot. Racial tension. Smart Indians.<br /><br />These are things we rarely if ever saw in the TV series, but this movie adds them all into the mix. While this is most certainly a Lone Ranger movie, it mixes up the formula just enough that those who grew tired of the series would probably still enjoy it. Definitely recommended for any fan.	positive	positive
Possibly John Cassavetes best film to date, and definitely his funniest. Seymour Cassel plays the young Moskowitz smitten with real-life wife of Cassavetes, Gena Rowlands, excellent as usual. A must see gem of a film, if you can locate it.	positive	positive
Pavarotti and the entire cast are superb in this beautifully filmed opera by Giuseppe Verdi, the world's finest composer of operas. The coloratura soprano is particularly spectacular with her perfect pitch. The title role is well-enacted and well-sung. The entire production is as perfect as one could expect.<br /><br />A masterpiece of cinematography!<br /><br />	positive	positive
This film is more than the story of Danton. It was a joint Polish French production filmed at the time of the beginning of the end of the Soviet system. It probably helped spur the Solidarity movement's union activity. It is more about Poland in the 20th century than the French Revolution. Solidarity began the end of the system. This film itself is historical by it's very existence....the rest is History.<br /><br />Robspiere, aka. totalitarian leaders. Danton, aka. Walensa. When one watches this film, one must remember the snowball which began in Poland. <br /><br />Actually, it could be useful for seeing the superpower struggle within the only superpower left.	positive	positive
Before Nicholas Cage was a big action star, he was a great actor. This lesser-known movie is where Cage gives one of his best performances. 'Red Rock West' was a low-budget, almost un-known film, but is one of my favorite movies of all time. I discovered it walking down the video store aisle, and wanted to see Cage and Hopper (Who also is great in the movie) appear together. Go get this one, and I'm sure you won't be disappointed.	positive	positive
'The Falcon & the Snowman' offers some of the best acting from its two leads. Hutton, in a brilliantly understated role, calmly portrays the confusion and angst of a man who seemingly turns traitor for no other reason than as rebellion against his father. Penn, as the co-conspirator basically just along for the ride and drug-money, explosively turns in one of the strongest performances of his multi-talented career.	positive	positive
If there's one good suspenseful film, this is one of them. James Stewart puts on a dazzling performance as American Dr. Ben McKenna who, with his wife and son, are in Africa on tour. They stumble on a murder scene, and Dr. McKenna's son is kidnapped hours later.<br /><br />Before you can say, 'Fasten your seat belts,' Dr. McKenna finds out too much about a assassination attempt and tries to stop it. However, other people know he can be dangerous, (dangerous to them, that is) and try to dispose of him.<br /><br />Eventually, Hank, the son, is found alive and well.<br /><br />If you like suspenseful movies, this is the one to watch.<br /><br />My Score: 8/10.	positive	positive
In Sudan, the Arabs rule and are constantly at war with the Christians and Animists who inhabit the southern portion of this East African country. This film follows a group of of Dinka boys, a tribe of cattle herders, whom were left orphaned after their village was destroyed and their families killed in a brutal attack carried out by the Arab forces. Most of these boys are now teenagers and have been dubbed 'The Lost Boys'.<br /><br />The filmmaker follows a group of the 'Lost Boys' on their journey, as they have been accepted as refugees in the US, where they will land in Houston. Those who've been accepted as refugees gain celebrity status, as they feel (from what they've heard) that America is amazing. Making a trip from Sudan to America is like 'making a trip to heaven' says the one young man. A huge party is thrown for their departure, and they are told to do Sudan well, and once they have been educated, to return to Sudan so that they can contribute to Dinka society. They are also warned not to be like 'those with the baggy pants' whom are responsible for the negative stereotype of Black men, and also, no matter what happens, not to forget the Dinka culture.<br /><br />You watch as the boys come from a third world country into America and how they attempt to integrate into American society, as they have gone from a place with practically nothing to this plentiful world where everything is massively overproduced and overconsumed. They are taught about cleanliness and how to use all the utilities that we take for granted on a daily basis. It is humorous at times, humbling at others.<br /><br />Listening to the comments they make about Black Americans and American society/culture are quite interesting. As the film progresses you see how American culture begins to corrupt their previously humble ways of thinking.<br /><br />One of the boys, Peter, is not content with working and making just enough to survive, so he up and moves from Houston to Kansas City so that he can pursue an education. When the other boys visit him, they talk about how they cannot get into any schools. The main reason they came to America was to get an education and the media is saying that the boys have been brought from Sudan for an education. This is occurring because the boys were given arbitrary ages, making them older than they actually are, preventing them from being able to enroll in high school.<br /><br />The film juxtaposes images from Houston to Kansas. We watch as Peter enrolls in school, where he befriends a group of Christian conservative kids, and as Santiago attempts driving school(even though he drives without his license anyways), and works at Walmart. We see Peter struggle with high school life as he strives to make his schools basketball team, and as Santiago has trouble keeping up with work, the rent, appeasing tensions back home in Sudan, and most of all, coping with loneliness.<br /><br />It comes to the point where the boys want to return to Sudan, and tell them that everything they are taught about America there is lies. 'You must make it alone here, do everything alone' one of the boys says. A damning message to a Liberal Capitalist lifestyle, showing how it causes people to become radical individualists (a trend which led to the creation of both the neo-conservative and radical islamist movements). Their biggest beef with America though, is that there is no time; time is money and we don't waste a second! <br /><br />Despite all this, the boys never lose their sense of Dinka culture. They celebrate Southern Sudan Liberation Day, which marks the day which the SPLA began to fight in Sudan, a fight which continues today. They also meet with other 'Lost Boys' on the anniversary of their arrival in America, where they discuss their experience in America as compared to back in Sudan. When asked, one boy says that if he were able to make a living he would much prefer to live in Sudan. It is much too lonely in America he adds. They never lose their sense of community, which has been conditioned into them as part of their culture!<br /><br />This film makes us question the way we live, makes us question the artificial happiness that materialism and the nature of our societies has created within us. It will also change the way I look at refugees, I will never again take for granted how hard they must work and what immigrants mean for a country such as my own, Canada. This is a wonderful film. I laughed, I cried..a very emotional journey, and a very well made documentary. 10 out of 10.	positive	positive
I remember my dad hiring these episodes on video. My whole family loved them, and now that I have moved away from home and have my own life I am trying to share these fabulous Jim Henson creations with my Husband and stepson but as I am starting to find out not everyone is a Henson fan. Which is a pity since it means they will just have to put up with me searching for this series. But even though they don't find these interesting, I would highly recommend anybody getting hold of the Storyteller. You will be lost in a world of tales from a time when people could only talk about unexplained situations through stories and how people need to care if they were ever confronted with these situations.	positive	positive
Even after nearly 20 years apart, the original members of Black Sabbath have not lost a thing. In this concert, they perform their best songs from their heyday (1970-1978), including 'N.I.B.', 'War Pigs', and 'Paranoid'.<br /><br />Also included is priceless backstage footage with interviews and retrospectives into their days as the top hard rock band on the planet. The comments of Ozzy, Tony Iommi, Geezer Butler, and Bill Ward are just as interesting and intriguing to watch as the fabulous onstage performances.<br /><br />A must-see for all Sabbath and Ozzy fans.	positive	positive
'Robin Hood: Men in Tights' has received no respect whatsoever. It was hilarious! Cary Elwes was excellent as the 'Prince of Thieves,' and David Chappelle, Amy Yasbeck, Patrick Stewart, Richard Lewis and Mark Blankfield as Blinkin all did fine jobs. I will never understand the hostility toward 'Robin Hood: Men in Tights,' but I do know a great comedy when I see one.<br /><br />'Robin Hood: Men in Tights' receives *** out of ****.	positive	positive
This has to be one of the most beautiful, moving, thought provoking films around. It's good family entertainment and at the same time makes you think very hard about the issues involved. Every time I see the 'ghost of Zac riding the bike through the puddle at the end I can't help but cry my eyes out. John Thaw's performance is so touching and it is a shame he is no longer with us. Gone but not forgotten. A outstanding film. Full marks.	positive	positive
This is a lovely, spirit-restoring movie. From the use of the actual villa that inspired Elizabeth Arngrim to write the novel in the 1920s to the inspired casting, every choice was perfectly right! The quiet joy of this film doesn't stale after repeated viewings. Josie Lawrence, Miranda Richardson, Polly Walker and Joan Plowright seem to have been born to play these parts! I would dearly love to see Enchanted April released on DVD in a widescreen format.	positive	positive
Very possibly one of the funniest movies in the world. Oscar material. Trey Parker and Matt Stone are hilarious and before you see this I suggest you see 'South Park' one of the funniest cartoons created. Buy it, you will laugh every time you see it. Pure stroke of genius. If you don't think its funny then you have no soul or sense of humor. 10 out of 10.	positive	positive
This movie was very, very strange and very, very funny. All of the actors are quite real and very odd. The overall 'look' of the film was different, too, sort of dreamy and bleached-out, which only added to the spacey, fumbling, weird vibe of the whole thing.<br /><br />It's not for everyone, I mean, it's not what you would call 'mainstream' but that is what I liked about it. It's unlike anything I have ever seen before . . . unpredictable, with a weird rhythm and punch lines in the strangest places. The kids are so heartbreakingly goofy (and pimply) that you can't help but feel for them. In other words, these are far from 'hollywoodized' versions of teenagers.<br /><br />All of, which for me, makes it a good thing.	positive	positive
Farrah Fawcett gives an award nominated performance as an attempted rape victim who turns the tables on her attacker. This movie not only makes you examine your own morals, it proves that Fawcett can excel as a serious actress both as a victim and victor.	positive	positive
Preston Waters is off to a bad summer. Besides his birthday coming up, nothing else looks promising.<br /><br />First he has to share his own room with his brothers who are going to run a business. They can't do it in their rooms because they don't have enough space. Off to a birthday party he only gets $6 tokens while others get $32, $35, and even $50. When one of his birthday cards comes early, he only gets a check made out for $11.<br /><br />Going to the bank he learns he needs $200 at least to start an account. Leaving the bank, a bully steals the check. Pursuing after the kid nearly gets him run over (definately his bike gets ruined) by a criminal named Quigley (played by Miguel Ferrer). Quigley's just come from the bank too from giving the owner $1,000,000 to give to this guy tomorrow. Quigley starts to write a check for the damage, but only succeeds in writing his name before a police car circles the area. Afraid, he gives Preston the check, informs him to give it to his dad to finish out.<br /><br />That evening though, Preston tells his dad that he doesn't want a new bike, he wants his own room back, better yet his own house. His father confines him to his room for the rest of the evening. Moping in his room Preston figures things can't get any worse he realizes that he forgot about the check as it's still in his shirt pocket. It's blank.<br /><br />Using the computer and after careful consideration, he makes it out for $1,000,000. The next day, while trying to cash it at the bank he's taken to the owner who thinks he's the person he's supposed to give the $1,000,000 and does. He's not though as the real person named Juice comes in a moment later.<br /><br />Now the three have to track Preston down.<br /><br />Meanwhile, Preston has fun buying all sorts of stuff including his own house and even going on dates with a disguised bank lady who's really and FBI agent (who's trying to track the 3 bad guys down). He makes this person up named Mr. Macintosh who he works for and even plans a party for him on his birthday.<br /><br />But eventually things catch up (the money runs out, the bad guys get him).<br /><br />Overall, a pretty funny flick. Miguel Ferrer plays his role very good. If you enjoyed him in Another Stakeout, you'll love him here. He does all sorts of wicked crazy things.<br /><br />Rick Ducommun (the stressed out boss from Ghost in the Machine) plays a wonderful friendly chauffeur in this movie.	positive	positive
This is the greatest show ever made next to south park. I love this show! it is so funny, and Peter's laugh is hilarious. You need to watch this show right away for the few people who have never seen this show before. One of my favorite shows of all time.<br /><br />If you can, try to see some of the later episodes such as I dream of Jesus, or Tales of a third grade nothing. But there's never been an episode I didn't like. All of the episodes are absolutely hilarious. It's got a great satire to it as well. You can find a lot of clips on you tube. If you're somewhere near a computer or a TV see it right away however you can.	positive	positive
Eric Bogosian's ability to roll from character to character in this 'one man show' exhibits his true range as a character actor. Each persona has their own message to convey about truth, society, class, drugs, etc. This is an absolute Must Have for anyone who is a serious fan of acting! His performance contains some of the most Hilarious and Real moments I have ever experienced as a viewing audience.	positive	positive
If TV was a baseball league, this show would have a perfect record! With an excellent cast, and a perfect plot, this show gave 8 amazing seasons and a great joy to TV after dinner. With the constant changing of relationships and finding out who Hyde's real dad is, this show was a hit when it started in August of 98, though it was set in 1976. And hanging out in Foremans basement was always the thing to do back then, and it still is today, along with circles.This show gave great laughs in premieres, and it still does during re-runs. If you watch a few episodes of this show, you will get everything and want to get more. Now only is this show one of the best ever created, it is clever and funny.	positive	positive
This is a great movie to watch with a good friend, boy/girl friend or family. Basically one of those feel good movies you want to share with your loved ones....without all the girlie crap you find in a lot of American feel good movies. This movie is light hearted but makes you think, and will make you laugh. <br /><br />Just a really simple but universal plot. Would think most people could relate in some way to this movie. The characters in the movie are amazing and the actors do a great job in sucking you into the movie. And the movie is topped off all along the way with hilarious true to life Jewish humor. I watched the movie for the first time last night, and now I want to own it. :)	positive	positive
